start_id,relation,end_name
Max Born,EMPLOYED_BY,University of Göttingen
Max Born,EMPLOYED_BY,University of Edinburgh
Max Born,EMPLOYED_BY,Artillery Testing Commission
Max Born,IS_MEMBER_OF,Royal Society of Edinburgh
Max Born,IS_MEMBER_OF,Royal Society
Max Born,IS_MEMBER_OF,German Academy of Sciences at Berlin
Max Born,IS_MEMBER_OF,Russian Academy of Sciences
Max Born,IS_MEMBER_OF,Royal Prussian Academy of Sciences
Max Born,IS_MEMBER_OF,National Academy of Sciences
Max Born,IS_MEMBER_OF,Royal Swedish Academy of Sciences
Max Born,IS_MEMBER_OF,Göttingen Academy of Sciences and Humanities in Lower Saxony
Max Born,IS_MEMBER_OF,American Academy of Arts and Sciences
Max Born,IS_MEMBER_OF,Academy of Sciences of the USSR
Max Born,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Max Born,IS_MEMBER_OF,Göttingen Eighteen
Max Born,HOLDS_POSITION,professor
Chandrasekhara Venkata Raman,RECEIVED,Q60429_1930
Q60429_1930,IS_INSTANCE_OF,Nobel Prize in Physics
Chandrasekhara Venkata Raman,IS_CITIZEN_OF,India
Chandrasekhara Venkata Raman,WORKS_AS,crystallographer
Chandrasekhara Venkata Raman,WORKS_AS,university teacher
Chandrasekhara Venkata Raman,WORKS_AS,physicist
Chandrasekhara Venkata Raman,WORKS_IN_FIELD,physics
Chandrasekhara Venkata Raman,EDUCATED_AT,University of Calcutta
Chandrasekhara Venkata Raman,EDUCATED_AT,University of Madras
Chandrasekhara Venkata Raman,EDUCATED_AT,Presidency College
Chandrasekhara Venkata Raman,EMPLOYED_BY,Banaras Hindu University
Chandrasekhara Venkata Raman,EMPLOYED_BY,Indian Institute of Science
Chandrasekhara Venkata Raman,EMPLOYED_BY,Bengaluru
Chandrasekhara Venkata Raman,EMPLOYED_BY,University of Calcutta
Chandrasekhara Venkata Raman,IS_MEMBER_OF,Pontifical Academy of Sciences
Chandrasekhara Venkata Raman,IS_MEMBER_OF,Romanian Academy
Chandrasekhara Venkata Raman,IS_MEMBER_OF,Hungarian Academy of Sciences
Chandrasekhara Venkata Raman,IS_MEMBER_OF,Royal Society
Chandrasekhara Venkata Raman,IS_MEMBER_OF,Academy of Sciences of the USSR
Chandrasekhara Venkata Raman,IS_MEMBER_OF,Russian Academy of Sciences
Chandrasekhara Venkata Raman,IS_MEMBER_OF,Indian National Science Academy
David J. Wineland,RECEIVED,Q61045_2012
Q61045_2012,IS_INSTANCE_OF,Nobel Prize in Physics
David J. Wineland,IS_CITIZEN_OF,United States
David J. Wineland,WORKS_AS,academic
David J. Wineland,WORKS_AS,university teacher
David J. Wineland,WORKS_AS,physicist
David J. Wineland,WORKS_IN_FIELD,quantum mechanics
David J. Wineland,WORKS_IN_FIELD,optics
David J. Wineland,EDUCATED_AT,Harvard University
David J. Wineland,EDUCATED_AT,University of California
David J. Wineland,EDUCATED_AT,Berkeley
David J. Wineland,EDUCATED_AT,Encina High School
David J. Wineland,EMPLOYED_BY,University of Colorado Boulder
David J. Wineland,EMPLOYED_BY,University of Oregon
David J. Wineland,EMPLOYED_BY,University of Washington
David J. Wineland,EMPLOYED_BY,National Institute of Standards and Technology
David J. Wineland,EMPLOYED_BY,Colorado State University
David J. Wineland,IS_MEMBER_OF,National Academy of Sciences
David J. Wineland,IS_MEMBER_OF,American Academy of Arts and Sciences
David J. Wineland,IS_MEMBER_OF,Optica
Heike Kamerlingh Onnes,RECEIVED,Q62891_1913
Q62891_1913,IS_INSTANCE_OF,Nobel Prize in Physics
Heike Kamerlingh Onnes,IS_CITIZEN_OF,Kingdom of the Netherlands
Heike Kamerlingh Onnes,WORKS_AS,university teacher
Heike Kamerlingh Onnes,WORKS_AS,inventor
Heike Kamerlingh Onnes,WORKS_AS,physicist
Heike Kamerlingh Onnes,WORKS_AS,professor
Heike Kamerlingh Onnes,WORKS_AS,scientist
Heike Kamerlingh Onnes,WORKS_IN_FIELD,physics
Heike Kamerlingh Onnes,WORKS_IN_FIELD,experimental physics
Heike Kamerlingh Onnes,WORKS_IN_FIELD,superconductivity
Heike Kamerlingh Onnes,WORKS_IN_FIELD,history of science
Heike Kamerlingh Onnes,WORKS_IN_FIELD,cold
Heike Kamerlingh Onnes,WORKS_IN_FIELD,cryophysics
Heike Kamerlingh Onnes,EDUCATED_AT,Heidelberg University
Heike Kamerlingh Onnes,EDUCATED_AT,University of Groningen
Heike Kamerlingh Onnes,EMPLOYED_BY,Leiden University
Heike Kamerlingh Onnes,IS_MEMBER_OF,Royal Prussian Academy of Sciences
Heike Kamerlingh Onnes,IS_MEMBER_OF,Royal Netherlands Academy of Arts and Sciences
Heike Kamerlingh Onnes,IS_MEMBER_OF,National Academy of Sciences
Heike Kamerlingh Onnes,IS_MEMBER_OF,Academy of Sciences of Turin
Heike Kamerlingh Onnes,IS_MEMBER_OF,Royal Society
Heike Kamerlingh Onnes,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Heike Kamerlingh Onnes,IS_MEMBER_OF,Göttingen Academy of Sciences and Humanities in Lower Saxony
Heike Kamerlingh Onnes,IS_MEMBER_OF,Academy of Sciences of the USSR
Heike Kamerlingh Onnes,IS_MEMBER_OF,Russian Academy of Sciences
Heike Kamerlingh Onnes,IS_MEMBER_OF,French Academy of Sciences
Heike Kamerlingh Onnes,HOLDS_POSITION,rector magnificus of Leiden University
John Cockcroft,RECEIVED,Q62897_1951
Q62897_1951,IS_INSTANCE_OF,Nobel Prize in Physics
John Cockcroft,IS_CITIZEN_OF,United Kingdom
John Cockcroft,WORKS_AS,nuclear physicist
John Cockcroft,WORKS_AS,university teacher
John Cockcroft,WORKS_AS,physicist
John Cockcroft,WORKS_IN_FIELD,physics
John Cockcroft,EDUCATED_AT,Victoria University of Manchester
John Cockcroft,EDUCATED_AT,Richard Huish College
John Cockcroft,EDUCATED_AT,Taunton
John Cockcroft,EDUCATED_AT,St John's College
John Cockcroft,EDUCATED_AT,University of Manchester Institute of Science and Technology
John Cockcroft,EMPLOYED_BY,Atomic Energy Research Establishment
John Cockcroft,EMPLOYED_BY,Montreal Laboratory
John Cockcroft,EMPLOYED_BY,Ministry of Supply
John Cockcroft,EMPLOYED_BY,Chalk River Laboratories
John Cockcroft,EMPLOYED_BY,Australian National University
John Cockcroft,IS_MEMBER_OF,Royal Society
John Cockcroft,IS_MEMBER_OF,American Academy of Arts and Sciences
John Cockcroft,IS_MEMBER_OF,Royal Swedish Academy of Sciences
Sheldon Cooper,RECEIVED,Q629583_0
Q629583_0,IS_INSTANCE_OF,Nobel Prize in Physics
Sheldon Cooper,IS_CITIZEN_OF,United States
Sheldon Cooper,WORKS_AS,theoretical physicist
Sheldon Cooper,WORKS_AS,researcher
Sheldon Cooper,WORKS_IN_FIELD,theoretical physics
Sheldon Cooper,EDUCATED_AT,Heidelberg University
Sheldon Cooper,EDUCATED_AT,California Institute of Technology
Sheldon Cooper,EMPLOYED_BY,California Institute of Technology
Roy J. Glauber,RECEIVED,Q64188_2005
Q64188_2005,IS_INSTANCE_OF,Nobel Prize in Physics
Roy J. Glauber,IS_CITIZEN_OF,United States
Roy J. Glauber,WORKS_AS,university teacher
Roy J. Glauber,WORKS_AS,physicist
Roy J. Glauber,WORKS_IN_FIELD,physics
Roy J. Glauber,WORKS_IN_FIELD,theoretical physics
Roy J. Glauber,EDUCATED_AT,Harvard University
Roy J. Glauber,EDUCATED_AT,The Bronx High School of Science
Roy J. Glauber,EMPLOYED_BY,University of Arizona
Roy J. Glauber,EMPLOYED_BY,Harvard University
Roy J. Glauber,EMPLOYED_BY,Leiden University
Roy J. Glauber,IS_MEMBER_OF,National Academy of Sciences
Roy J. Glauber,IS_MEMBER_OF,Royal Society
Roy J. Glauber,IS_MEMBER_OF,American Academy of Arts and Sciences
Roy J. Glauber,IS_MEMBER_OF,Academia Europaea
Reinhard Genzel,RECEIVED,Q65807_2020
Q65807_2020,IS_INSTANCE_OF,Nobel Prize in Physics
Reinhard Genzel,IS_CITIZEN_OF,Germany
Reinhard Genzel,WORKS_AS,astrophysicist
Reinhard Genzel,WORKS_AS,university teacher
Reinhard Genzel,WORKS_AS,scientist
Reinhard Genzel,WORKS_AS,astronomer
Reinhard Genzel,WORKS_IN_FIELD,science
Reinhard Genzel,WORKS_IN_FIELD,submillimetre astronomy
Reinhard Genzel,WORKS_IN_FIELD,infrared astronomy
Reinhard Genzel,WORKS_IN_FIELD,astrophysics
Reinhard Genzel,EDUCATED_AT,University of Bonn
Reinhard Genzel,EDUCATED_AT,Berthold-Gymnasium Freiburg
Reinhard Genzel,EDUCATED_AT,University of Freiburg
Reinhard Genzel,EMPLOYED_BY,Max Planck Institute for Extraterrestrial Physics
Reinhard Genzel,EMPLOYED_BY,University of California
Reinhard Genzel,EMPLOYED_BY,Berkeley
Reinhard Genzel,EMPLOYED_BY,Ludwig-Maximilians-Universität München
Reinhard Genzel,EMPLOYED_BY,Harvard University
Reinhard Genzel,EMPLOYED_BY,Harvard–Smithsonian Center for Astrophysics
Reinhard Genzel,IS_MEMBER_OF,International Astronomical Union
Reinhard Genzel,IS_MEMBER_OF,French Academy of Sciences
Reinhard Genzel,IS_MEMBER_OF,National Academy of Sciences
Reinhard Genzel,IS_MEMBER_OF,Royal Society
Reinhard Genzel,IS_MEMBER_OF,Academia Europaea
Reinhard Genzel,IS_MEMBER_OF,Royal Academy of Exact
Reinhard Genzel,IS_MEMBER_OF,Physical and Natural Sciences
Reinhard Genzel,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Reinhard Genzel,IS_MEMBER_OF,Bavarian Academy of Sciences and Humanities
Wolfgang Pauli,RECEIVED,Q65989_1945
Q65989_1945,IS_INSTANCE_OF,Nobel Prize in Physics
Wolfgang Pauli,IS_CITIZEN_OF,Austria
Wolfgang Pauli,IS_CITIZEN_OF,Switzerland
Wolfgang Pauli,IS_CITIZEN_OF,United States
Wolfgang Pauli,WORKS_AS,theoretical physicist
Wolfgang Pauli,WORKS_IN_FIELD,quantum mechanics
Wolfgang Pauli,WORKS_IN_FIELD,particle physics
Wolfgang Pauli,EDUCATED_AT,Ludwig-Maximilians-Universität München
Wolfgang Pauli,EDUCATED_AT,Bundesgymnasium Döbling
Wolfgang Pauli,EMPLOYED_BY,ETH Zurich
Wolfgang Pauli,EMPLOYED_BY,Princeton University
Wolfgang Pauli,EMPLOYED_BY,University of Göttingen
Wolfgang Pauli,EMPLOYED_BY,University of Hamburg
Wolfgang Pauli,EMPLOYED_BY,University of Michigan
Wolfgang Pauli,EMPLOYED_BY,Purdue University
Wolfgang Pauli,EMPLOYED_BY,University of Copenhagen Niels Bohr Institute
Wolfgang Pauli,IS_MEMBER_OF,Bavarian Academy of Sciences and Humanities
Wolfgang Pauli,IS_MEMBER_OF,Heidelberg Academy for Sciences and Humanities
Wolfgang Pauli,IS_MEMBER_OF,American Physical Society
Wolfgang Pauli,IS_MEMBER_OF,American Academy of Arts and Sciences
Wolfgang Pauli,IS_MEMBER_OF,Royal Netherlands Academy of Arts and Sciences
Wolfgang Pauli,IS_MEMBER_OF,Royal Swedish Academy of Sciences
Wolfgang Pauli,IS_MEMBER_OF,Royal Society
Wolfgang Pauli,IS_MEMBER_OF,American Association for the Advancement of Science
Hans Georg Dehmelt,RECEIVED,Q70532_1989
Q70532_1989,IS_INSTANCE_OF,Nobel Prize in Physics
Hans Georg Dehmelt,IS_CITIZEN_OF,Germany
Hans Georg Dehmelt,IS_CITIZEN_OF,United States
Hans Georg Dehmelt,WORKS_AS,university teacher
Hans Georg Dehmelt,WORKS_AS,physicist
Hans Georg Dehmelt,WORKS_IN_FIELD,physics
Hans Georg Dehmelt,EDUCATED_AT,University of Göttingen
Hans Georg Dehmelt,EDUCATED_AT,University of Wrocław
Hans Georg Dehmelt,EMPLOYED_BY,Duke University
Hans Georg Dehmelt,EMPLOYED_BY,University of Washington
Hans Georg Dehmelt,IS_MEMBER_OF,American Physical Society
Hans Georg Dehmelt,IS_MEMBER_OF,American Academy of Arts and Sciences
Hans Georg Dehmelt,IS_MEMBER_OF,National Academy of Sciences
Hans Georg Dehmelt,HOLDS_POSITION,professor
Arthur Ashkin,RECEIVED,Q708472_2018
Q708472_2018,IS_INSTANCE_OF,Nobel Prize in Physics
Arthur Ashkin,IS_CITIZEN_OF,United States
Arthur Ashkin,WORKS_AS,researcher
Arthur Ashkin,WORKS_AS,physicist
Arthur Ashkin,WORKS_IN_FIELD,physicist
Arthur Ashkin,WORKS_IN_FIELD,laser science
Arthur Ashkin,EDUCATED_AT,Columbia University
Arthur Ashkin,EDUCATED_AT,Cornell University
Arthur Ashkin,EDUCATED_AT,James Madison High School
Arthur Ashkin,EMPLOYED_BY,Bell Labs
Arthur Ashkin,EMPLOYED_BY,Lucent
Arthur Ashkin,IS_MEMBER_OF,American Physical Society
Arthur Ashkin,IS_MEMBER_OF,National Academy of Engineering
Arthur Ashkin,IS_MEMBER_OF,Institute of Electrical and Electronics Engineers
Arthur Ashkin,IS_MEMBER_OF,National Academy of Sciences
Niels Bohr,RECEIVED,Q7085_1922
Q7085_1922,IS_INSTANCE_OF,Nobel Prize in Physics
Niels Bohr,IS_CITIZEN_OF,Kingdom of Denmark
Niels Bohr,WORKS_AS,university teacher
Niels Bohr,WORKS_AS,chemist
Niels Bohr,WORKS_AS,physicist
Niels Bohr,WORKS_AS,nuclear physicist
Niels Bohr,WORKS_AS,philosopher of science
Niels Bohr,WORKS_AS,association football player
Niels Bohr,WORKS_IN_FIELD,atomic physics
Niels Bohr,WORKS_IN_FIELD,theoretical physics
Niels Bohr,EDUCATED_AT,University of Copenhagen
Niels Bohr,EDUCATED_AT,Trinity College
Niels Bohr,EDUCATED_AT,University of Cambridge
Niels Bohr,EMPLOYED_BY,Victoria University of Manchester
Niels Bohr,EMPLOYED_BY,University of Cambridge
Niels Bohr,EMPLOYED_BY,University of Copenhagen
Niels Bohr,EMPLOYED_BY,University of Copenhagen Niels Bohr Institute
Niels Bohr,IS_MEMBER_OF,National Academy of Sciences
Niels Bohr,IS_MEMBER_OF,Hungarian Academy of Sciences
Niels Bohr,IS_MEMBER_OF,Royal Prussian Academy of Sciences
Niels Bohr,IS_MEMBER_OF,Russian Academy of Sciences
Niels Bohr,IS_MEMBER_OF,German Academy of Sciences at Berlin
Niels Bohr,IS_MEMBER_OF,Lincean Academy
Niels Bohr,IS_MEMBER_OF,Royal Netherlands Academy of Arts and Sciences
Niels Bohr,IS_MEMBER_OF,Royal Swedish Academy of Sciences
Niels Bohr,IS_MEMBER_OF,Royal Society
Niels Bohr,IS_MEMBER_OF,Berlin-Brandenburg Academy of Sciences and Humanities
Niels Bohr,IS_MEMBER_OF,Royal Danish Academy of Sciences and Letters
Niels Bohr,IS_MEMBER_OF,Indian National Science Academy
Niels Bohr,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Niels Bohr,IS_MEMBER_OF,American Philosophical Society
Niels Bohr,IS_MEMBER_OF,Polish Academy of Sciences
Niels Bohr,IS_MEMBER_OF,Academy of Sciences of the USSR
Niels Bohr,IS_MEMBER_OF,American Academy of Arts and Sciences
Niels Bohr,IS_MEMBER_OF,Bavarian Academy of Sciences and Humanities
Niels Bohr,IS_MEMBER_OF,Pontifical Academy of Sciences
Niels Bohr,IS_MEMBER_OF,Royal Norwegian Society of Sciences and Letters
Niels Bohr,IS_MEMBER_OF,Accademia Nazionale delle Scienze detta dei XL
Niels Bohr,HOLDS_POSITION,professor
Theodor W. Hänsch,RECEIVED,Q71013_2005
Q71013_2005,IS_INSTANCE_OF,Nobel Prize in Physics
Theodor W. Hänsch,IS_CITIZEN_OF,Germany
Theodor W. Hänsch,IS_CITIZEN_OF,United States
Theodor W. Hänsch,WORKS_AS,university teacher
Theodor W. Hänsch,WORKS_AS,physicist
Theodor W. Hänsch,WORKS_IN_FIELD,physics
Theodor W. Hänsch,EDUCATED_AT,Stanford University
Theodor W. Hänsch,EDUCATED_AT,Ludwig-Maximilians-Universität München
Theodor W. Hänsch,EDUCATED_AT,Heidelberg University
Theodor W. Hänsch,EDUCATED_AT,Helmholtz-Gymnasium Heidelberg
Theodor W. Hänsch,EMPLOYED_BY,Stanford University
Theodor W. Hänsch,EMPLOYED_BY,Ludwig-Maximilians-Universität München
Theodor W. Hänsch,EMPLOYED_BY,Heidelberg University
Theodor W. Hänsch,EMPLOYED_BY,Max Planck Institute of Quantum Optics
Theodor W. Hänsch,EMPLOYED_BY,University of Florence
Theodor W. Hänsch,IS_MEMBER_OF,Romanian Academy
Theodor W. Hänsch,IS_MEMBER_OF,Pontifical Academy of Sciences
Theodor W. Hänsch,IS_MEMBER_OF,Bavarian Academy of Sciences and Humanities
Theodor W. Hänsch,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Theodor W. Hänsch,IS_MEMBER_OF,American Physical Society
Theodor W. Hänsch,IS_MEMBER_OF,Lincean Academy
Theodor W. Hänsch,IS_MEMBER_OF,American Academy of Arts and Sciences
Theodor W. Hänsch,IS_MEMBER_OF,Berlin-Brandenburg Academy of Sciences and Humanities
Theodor W. Hänsch,IS_MEMBER_OF,Academia Europaea
Theodor W. Hänsch,IS_MEMBER_OF,National Academy of Sciences
Theodor W. Hänsch,IS_MEMBER_OF,French Academy of Sciences
Theodor W. Hänsch,HOLDS_POSITION,professor
Horst Ludwig Störmer,RECEIVED,Q71015_1998
Q71015_1998,IS_INSTANCE_OF,Nobel Prize in Physics
Horst Ludwig Störmer,IS_CITIZEN_OF,Germany
Horst Ludwig Störmer,WORKS_AS,university teacher
Horst Ludwig Störmer,WORKS_AS,physicist
Horst Ludwig Störmer,WORKS_IN_FIELD,physics
Horst Ludwig Störmer,EDUCATED_AT,Goethe University Frankfurt
Horst Ludwig Störmer,EDUCATED_AT,University of Stuttgart
Horst Ludwig Störmer,EMPLOYED_BY,Columbia University
Horst Ludwig Störmer,EMPLOYED_BY,Bell Labs
Horst Ludwig Störmer,IS_MEMBER_OF,American Academy of Arts and Sciences
Horst Ludwig Störmer,IS_MEMBER_OF,National Academy of Sciences
Horst Ludwig Störmer,HOLDS_POSITION,professor
Herbert Kroemer,RECEIVED,Q71016_2000
Q71016_2000,IS_INSTANCE_OF,Nobel Prize in Physics
Herbert Kroemer,IS_CITIZEN_OF,Germany
Herbert Kroemer,IS_CITIZEN_OF,United States
Herbert Kroemer,WORKS_AS,university teacher
Herbert Kroemer,WORKS_AS,physicist
Herbert Kroemer,WORKS_IN_FIELD,physics
Herbert Kroemer,WORKS_IN_FIELD,semiconductor
Herbert Kroemer,WORKS_IN_FIELD,theoretical physics
Herbert Kroemer,WORKS_IN_FIELD,electrical engineering
Herbert Kroemer,WORKS_IN_FIELD,solid-state physics
Herbert Kroemer,EDUCATED_AT,University of Göttingen
Herbert Kroemer,EDUCATED_AT,Friedrich Schiller University Jena
Herbert Kroemer,EMPLOYED_BY,University of California
Herbert Kroemer,EMPLOYED_BY,Santa Barbara
Herbert Kroemer,EMPLOYED_BY,University of Colorado Boulder
Herbert Kroemer,IS_MEMBER_OF,European Academy of Sciences
Herbert Kroemer,IS_MEMBER_OF,National Academy of Engineering
Herbert Kroemer,IS_MEMBER_OF,American Physical Society
Herbert Kroemer,IS_MEMBER_OF,Academy of Science for Public Utility
Herbert Kroemer,IS_MEMBER_OF,National Academy of Sciences
Ernst Ruska,RECEIVED,Q71022_1986
Q71022_1986,IS_INSTANCE_OF,Nobel Prize in Physics
Ernst Ruska,IS_CITIZEN_OF,Nazi Germany
Ernst Ruska,IS_CITIZEN_OF,Germany
Ernst Ruska,IS_CITIZEN_OF,Allied-occupied Germany
Ernst Ruska,IS_CITIZEN_OF,German Empire
Ernst Ruska,IS_CITIZEN_OF,Weimar Republic
Ernst Ruska,WORKS_AS,inventor
Ernst Ruska,WORKS_AS,physicist
Ernst Ruska,WORKS_AS,university teacher
Ernst Ruska,WORKS_IN_FIELD,electron optics
Ernst Ruska,EDUCATED_AT,Kurfürst-Friedrich-Gymnasium (Heidelberg)
Ernst Ruska,EDUCATED_AT,Technische Universität Berlin
Ernst Ruska,EDUCATED_AT,Technical University of Munich
Ernst Ruska,EMPLOYED_BY,Technische Universität Berlin
Ernst Ruska,EMPLOYED_BY,Freie Universität Berlin
Ernst Ruska,EMPLOYED_BY,Max Planck Society
Ernst Ruska,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Alfred Kastler,RECEIVED,Q71023_1966
Q71023_1966,IS_INSTANCE_OF,Nobel Prize in Physics
Alfred Kastler,IS_CITIZEN_OF,France
Alfred Kastler,WORKS_AS,researcher
Alfred Kastler,WORKS_AS,university teacher
Alfred Kastler,WORKS_AS,physicist
Alfred Kastler,WORKS_AS,poet
Alfred Kastler,WORKS_IN_FIELD,physics
Alfred Kastler,WORKS_IN_FIELD,electronics
Alfred Kastler,WORKS_IN_FIELD,optics
Alfred Kastler,WORKS_IN_FIELD,spectroscopy
Alfred Kastler,EDUCATED_AT,École Normale Supérieure
Alfred Kastler,EDUCATED_AT,Science Faculty of Paris
Alfred Kastler,EMPLOYED_BY,Science Faculty of Paris
Alfred Kastler,IS_MEMBER_OF,Polish Physical Society
Alfred Kastler,IS_MEMBER_OF,Koninklijke Vlaamse Academie van België voor Wetenschappen en Kunsten
Alfred Kastler,IS_MEMBER_OF,Royal Netherlands Academy of Arts and Sciences
Alfred Kastler,IS_MEMBER_OF,French Academy of Sciences
Alfred Kastler,IS_MEMBER_OF,Hungarian Academy of Sciences
Alfred Kastler,IS_MEMBER_OF,German Academy of Sciences at Berlin
Alfred Kastler,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Alfred Kastler,IS_MEMBER_OF,Polish Academy of Sciences
Alfred Kastler,IS_MEMBER_OF,International Academy of the History of Science
Alfred Kastler,HOLDS_POSITION,chairperson
Klaus von Klitzing,RECEIVED,Q71024_1985
Q71024_1985,IS_INSTANCE_OF,Nobel Prize in Physics
Klaus von Klitzing,IS_CITIZEN_OF,Germany
Klaus von Klitzing,WORKS_AS,university teacher
Klaus von Klitzing,WORKS_AS,physicist
Klaus von Klitzing,WORKS_IN_FIELD,physics
Klaus von Klitzing,EDUCATED_AT,Technical University of Munich
Klaus von Klitzing,EDUCATED_AT,University of Würzburg
Klaus von Klitzing,EDUCATED_AT,Artland-Gymnasium
Klaus von Klitzing,EDUCATED_AT,TU Braunschweig
Klaus von Klitzing,EMPLOYED_BY,University of Stuttgart
Klaus von Klitzing,EMPLOYED_BY,Technical University of Munich
Klaus von Klitzing,IS_MEMBER_OF,Pontifical Academy of Sciences
Klaus von Klitzing,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Klaus von Klitzing,IS_MEMBER_OF,Bavarian Academy of Sciences and Humanities
Klaus von Klitzing,IS_MEMBER_OF,Heidelberg Academy for Sciences and Humanities
Klaus von Klitzing,IS_MEMBER_OF,Chinese Academy of Sciences
Klaus von Klitzing,IS_MEMBER_OF,Austrian Academy of Sciences
Klaus von Klitzing,IS_MEMBER_OF,Royal Society
Klaus von Klitzing,IS_MEMBER_OF,National Academy of Sciences
Klaus von Klitzing,IS_MEMBER_OF,Russian Academy of Sciences
Klaus von Klitzing,HOLDS_POSITION,professor
Arthur B. McDonald,RECEIVED,Q710597_2015
Q710597_2015,IS_INSTANCE_OF,Nobel Prize in Physics
Arthur B. McDonald,IS_CITIZEN_OF,Canada
Arthur B. McDonald,WORKS_AS,university teacher
Arthur B. McDonald,WORKS_AS,astrophysicist
Arthur B. McDonald,WORKS_AS,physicist
Arthur B. McDonald,WORKS_IN_FIELD,physics
Arthur B. McDonald,EDUCATED_AT,California Institute of Technology
Arthur B. McDonald,EDUCATED_AT,Dalhousie University
Arthur B. McDonald,EDUCATED_AT,Sydney Academy
Arthur B. McDonald,EMPLOYED_BY,Princeton University
Arthur B. McDonald,EMPLOYED_BY,Chalk River Laboratories
Arthur B. McDonald,EMPLOYED_BY,Queen's University
Arthur B. McDonald,IS_MEMBER_OF,Royal Society of Canada
Arthur B. McDonald,IS_MEMBER_OF,Royal Society
Arthur B. McDonald,IS_MEMBER_OF,National Academy of Sciences
Marie Curie,RECEIVED,Q7186_1903
Q7186_1903,IS_INSTANCE_OF,Nobel Prize in Physics
Marie Curie,IS_CITIZEN_OF,Second Polish Republic
Marie Curie,IS_CITIZEN_OF,Russian Empire
Marie Curie,IS_CITIZEN_OF,France
Marie Curie,WORKS_AS,university teacher
Marie Curie,WORKS_AS,chemist
Marie Curie,WORKS_AS,physicist
Marie Curie,WORKS_IN_FIELD,physics
Marie Curie,WORKS_IN_FIELD,polonium
Marie Curie,WORKS_IN_FIELD,chemistry
Marie Curie,WORKS_IN_FIELD,radium
Marie Curie,WORKS_IN_FIELD,radioactivity
Marie Curie,EDUCATED_AT,University of Paris
Marie Curie,EDUCATED_AT,Flying University
Marie Curie,EDUCATED_AT,X LO im. Królowej Jadwigi in Warsaw
Marie Curie,EDUCATED_AT,Science Faculty of Paris
Marie Curie,EMPLOYED_BY,University of Paris
Marie Curie,EMPLOYED_BY,Sorbonne
Marie Curie,EMPLOYED_BY,Curie Institute
Marie Curie,IS_MEMBER_OF,Royal Swedish Academy of Sciences
Marie Curie,IS_MEMBER_OF,Royal Netherlands Academy of Arts and Sciences
Marie Curie,IS_MEMBER_OF,Académie Nationale de Médecine
Marie Curie,IS_MEMBER_OF,Russian Academy of Sciences
Marie Curie,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Marie Curie,IS_MEMBER_OF,American Philosophical Society
Marie Curie,IS_MEMBER_OF,Academy of Sciences of the USSR
Marie Curie,IS_MEMBER_OF,International Committee on Intellectual Cooperation
Marie Curie,IS_MEMBER_OF,Lwów Scientific Society
Marie Curie,IS_MEMBER_OF,Commission on Isotopic Abundances and Atomic Weights
Marie Curie,IS_MEMBER_OF,Royal Czech Society of Sciences
Marie Curie,IS_MEMBER_OF,Accademia Tiberina
Marie Curie,IS_MEMBER_OF,Saint Petersburg Academy of Sciences
Marie Curie,HOLDS_POSITION,professor
David J. Thouless,RECEIVED,Q726394_2016
Q726394_2016,IS_INSTANCE_OF,Nobel Prize in Physics
David J. Thouless,IS_CITIZEN_OF,United Kingdom
David J. Thouless,IS_CITIZEN_OF,United States
David J. Thouless,WORKS_AS,nuclear physicist
David J. Thouless,WORKS_AS,university teacher
David J. Thouless,WORKS_AS,physicist
David J. Thouless,WORKS_IN_FIELD,nuclear physics
David J. Thouless,EDUCATED_AT,Cornell University
David J. Thouless,EDUCATED_AT,Clare Hall
David J. Thouless,EDUCATED_AT,Trinity Hall
David J. Thouless,EMPLOYED_BY,Yale University
David J. Thouless,EMPLOYED_BY,University of Washington
David J. Thouless,EMPLOYED_BY,University of Birmingham
David J. Thouless,IS_MEMBER_OF,American Academy of Arts and Sciences
David J. Thouless,IS_MEMBER_OF,Royal Society
David J. Thouless,IS_MEMBER_OF,National Academy of Sciences
Jim Peebles,RECEIVED,Q728331_2019
Q728331_2019,IS_INSTANCE_OF,Nobel Prize in Physics
Jim Peebles,IS_CITIZEN_OF,Canada
Jim Peebles,IS_CITIZEN_OF,United States
Jim Peebles,WORKS_AS,astrophysicist
Jim Peebles,WORKS_AS,physicist
Jim Peebles,WORKS_AS,astronomer
Jim Peebles,WORKS_AS,university teacher
Jim Peebles,WORKS_IN_FIELD,cosmology
Jim Peebles,EDUCATED_AT,Glenlawn Collegiate
Jim Peebles,EDUCATED_AT,Princeton University
Jim Peebles,EDUCATED_AT,University of Manitoba
Jim Peebles,EMPLOYED_BY,Princeton University
Jim Peebles,IS_MEMBER_OF,American Physical Society
Jim Peebles,IS_MEMBER_OF,American Academy of Arts and Sciences
Jim Peebles,IS_MEMBER_OF,Royal Society of Canada
Jim Peebles,IS_MEMBER_OF,Royal Society
Jim Peebles,IS_MEMBER_OF,National Academy of Sciences
